source_json,input_image,image_index,product_index,old_reference,gpt5_reference,reference_applied,size_csv,size_gpt5,price_csv,price_gpt5,confidence_reference,alignment_score,accepted,evidence,warnings
PHOTO-2026-06-08-16-49-18 4.json,input_images\PHOTO-2026-06-08-16-49-18 4.jpg,1,1,,3132,3132,,,165.0,165 dh,0.98,100.0,Oui,Étiquette rouge en haut à droite affichant '3132' au-dessus de '165 dh'.,[]
PHOTO-2026-06-08-16-49-18 5.json,input_images\PHOTO-2026-06-08-16-49-18 5.jpg,1,1,,3153,3153,,,185.0,185 dh,0.98,100.0,Oui,"Étiquette de prix rouge en haut à droite : ""3153"" au-dessus de ""185 dh"".",[]
PHOTO-2026-06-08-16-49-18 6.json,input_images\PHOTO-2026-06-08-16-49-18 6.jpg,1,1,,3159,3159,,,165.0,165 dh,0.99,100.0,Oui,"Étiquette rouge en haut à droite : ""3159"" au-dessus de ""165 dh"".","[""Aucune taille visible ou lisible sur l'image.""]"
PHOTO-2026-06-08-16-49-18.json,input_images\PHOTO-2026-06-08-16-49-18.jpg,1,1,,3161,3161,,,130.0,130 dh,0.98,100.0,Oui,étiquette rouge en haut à droite : '3161' au-dessus de '130 dh',"[""Taille non indiquée."", ""Deux plateaux visibles mais une seule référence et un seul prix affichés.""]"
PHOTO-2026-06-08-16-49-19 2.json,input_images\PHOTO-2026-06-08-16-49-19 2.jpg,1,1,,8193,8193,,,220.0,220 dh,0.97,100.0,Oui,Étiquette orange en haut à droite '8193 220 dh',[]
PHOTO-2026-06-08-16-49-19 5.json,input_images\PHOTO-2026-06-08-16-49-19 5.jpg,1,1,7037,3433/34,3433/34,,,270.0,270 dh,0.98,100.0,Oui,Étiquette rouge en haut à droite,"[""La partie '34' pourrait correspondre à une taille, aucune unité n’est indiquée.""]"
PHOTO-2026-06-08-16-49-19 6.json,input_images\PHOTO-2026-06-08-16-49-19 6.jpg,1,1,,3439/40,3439/40,,,270.0,270 dh,0.97,100.0,Oui,Cartouche rouge en haut à droite : '3439/40 270 dh'.,[]
PHOTO-2026-06-08-16-49-19.json,input_images\PHOTO-2026-06-08-16-49-19.jpg,1,1,,3125,3125,,,165.0,165 dh,0.96,100.0,Oui,étiquette rouge en haut à droite affichant '3125 165 dh',[]
PHOTO-2026-06-08-16-49-20.json,input_images\PHOTO-2026-06-08-16-49-20.jpg,1,1,,3431/32,3431/32,,32,270.0,270 dh,0.99,100.0,Oui,étiquette rouge en haut à droite,[]
PHOTO-2026-06-08-16-49-23 6.json,input_images\PHOTO-2026-06-08-16-49-23 6.jpg,1,1,,3373,3373,,,,110 dh,0.97,100.0,Oui,"Étiquette rouge en haut à droite indiquant ""3373"" au-dessus de ""110 dh"".",[]
PHOTO-2026-06-08-16-49-23 7.json,input_images\PHOTO-2026-06-08-16-49-23 7.jpg,1,1,,3374,3374,,,110.0,110 dh,0.97,100.0,Oui,étiquette rouge en haut à droite,"[""Plusieurs bols visibles, mais une seule référence affichée et aucune taille indiquée.""]"
PHOTO-2026-06-08-16-49-23.json,input_images\PHOTO-2026-06-08-16-49-23.jpg,1,1,null,8192 m,8192 m,,,120.0,120 dh,0.92,100.0,Oui,Étiquette rouge en haut à droite : « 8192 m » (ligne 1) au-dessus de « 120 dh » (ligne 2).,"[""Le « m » pourrait indiquer une taille ; restitué tel quel dans la référence car c’est l’inscription visible.""]"
PHOTO-2026-06-08-16-49-24 2.json,input_images\PHOTO-2026-06-08-16-49-24 2.jpg,1,1,,3208,3208,,,,130 dh,0.98,100.0,Oui,Étiquette rouge en haut : '3208 130 dh',[]
PHOTO-2026-06-08-16-49-24 3.json,input_images\PHOTO-2026-06-08-16-49-24 3.jpg,1,1,,3209,3209,,,15.5,155 dh,0.98,100.0,Oui,Étiquette rouge en haut : “3209” au-dessus de “155 dh”,"[""Aucune taille visible sur l’image.""]"
PHOTO-2026-06-08-16-49-24 4.json,input_images\PHOTO-2026-06-08-16-49-24 4.jpg,1,1,,3180,3180,,,75.0,75 dh,0.94,100.0,Oui,"Étiquette rouge en haut : ""3180"" au-dessus de ""75 dh""","[""Aucune taille lisible."", ""Deux plateaux visibles mais une seule étiquette/prix repérée.""]"
PHOTO-2026-06-08-16-49-24 4.json,input_images\PHOTO-2026-06-08-16-49-24 4.jpg,1,2,,,,,,75.0,,,,Non,,"[""Aucune taille lisible."", ""Deux plateaux visibles mais une seule étiquette/prix repérée."", ""Aucun produit GPT-5 aligné avec cette ligne CSV.""]"
PHOTO-2026-06-08-16-49-24 6.json,input_images\PHOTO-2026-06-08-16-49-24 6.jpg,1,1,,3207,3207,,,95.0,95 dh,0.99,100.0,Oui,Étiquette rouge en haut : « 3207 » avec prix « 95 dh »,[]
PHOTO-2026-06-08-16-49-24 7.json,input_images\PHOTO-2026-06-08-16-49-24 7.jpg,1,,,3206,3206,,,,130 dh,0.98,100.0,Oui,Bloc rouge en haut avec le texte « 3206 130 dh »,[]
PHOTO-2026-06-08-16-49-24.json,input_images\PHOTO-2026-06-08-16-49-24.jpg,1,1,,3290,3290,,,135.0,135 dh,0.82,100.0,Oui,Bloc rouge en haut à droite: '3290' au-dessus de '135 dh',"[""Aucune taille visible."", ""Texte sur l’étiquette verte non lisible.""]"
PHOTO-2026-06-08-16-49-25 3.json,input_images\PHOTO-2026-06-08-16-49-25 3.jpg,1,1,,8195,8195,,,280.0,280 dh,0.98,100.0,Oui,Étiquette rouge en bas à gauche indiquant « 8195 » au-dessus de « 280 dh ».,[]
PHOTO-2026-06-08-16-49-25 4.json,input_images\PHOTO-2026-06-08-16-49-25 4.jpg,1,1,,8196,8196,,,320.0,320 dh,0.98,100.0,Oui,Etiquette rouge en bas à gauche: '8196 320 dh',[]
PHOTO-2026-06-08-16-49-25 5.json,input_images\PHOTO-2026-06-08-16-49-25 5.jpg,1,1,,8207,8207,,,13.5,135 dh,0.99,100.0,Oui,"Encadré rouge en haut à droite : ""8207"" au-dessus de ""135 dh""",[]
PHOTO-2026-06-08-16-49-25 6.json,input_images\PHOTO-2026-06-08-16-49-25 6.jpg,1,1,,8046,8046,,,110.0,110 dh,0.99,100.0,Oui,"Étiquette rouge en haut : ""8046"" au-dessus de ""110 dh"".","[""Aucune taille ou dimension visible sur l'image.""]"
PHOTO-2026-06-08-16-49-25.json,input_images\PHOTO-2026-06-08-16-49-25.jpg,1,1,3181,3181/82,3181/82,,,75.0,75 dh,0.96,100.0,Oui,"Étiquette rouge en haut : ""3181/82"" au-dessus de ""75 dh""",[]
PHOTO-2026-06-08-16-49-26 3.json,input_images\PHOTO-2026-06-08-16-49-26 3.jpg,1,1,,2924,2924,,,130.0,130 dh,0.94,100.0,Oui,Encadré rouge en haut à droite : “2924” au-dessus de “130 dh”,"[""Plusieurs plateaux de tailles différentes visibles, mais aucune taille n’est lisible.""]"
PHOTO-2026-06-08-16-49-26 3.json,input_images\PHOTO-2026-06-08-16-49-26 3.jpg,1,2,,,,,,130.0,,,,Non,,"[""Plusieurs plateaux de tailles différentes visibles, mais aucune taille n’est lisible."", ""Aucun produit GPT-5 aligné avec cette ligne CSV.""]"
PHOTO-2026-06-08-16-49-26 3.json,input_images\PHOTO-2026-06-08-16-49-26 3.jpg,1,3,,,,,,130.0,,,,Non,,"[""Plusieurs plateaux de tailles différentes visibles, mais aucune taille n’est lisible."", ""Aucun produit GPT-5 aligné avec cette ligne CSV.""]"
PHOTO-2026-06-08-16-49-26 4.json,input_images\PHOTO-2026-06-08-16-49-26 4.jpg,1,1,,2814,2814,,,110.0,110 dh,0.99,100.0,Oui,"Sticker rouge en haut à droite : ""2814"" et ""110 dh"".","[""Deux plateaux de tailles différentes visibles mais aucune dimension n’est lisible.""]"
PHOTO-2026-06-08-16-49-26 4.json,input_images\PHOTO-2026-06-08-16-49-26 4.jpg,1,2,,,,,,110.0,,,,Non,,"[""Deux plateaux de tailles différentes visibles mais aucune dimension n’est lisible."", ""Aucun produit GPT-5 aligné avec cette ligne CSV.""]"
PHOTO-2026-06-08-16-49-26 5.json,input_images\PHOTO-2026-06-08-16-49-26 5.jpg,1,1,,2813,2813,,,110.0,110 dh,0.99,100.0,Oui,"Cartouche rouge en haut à droite indiquant ""2813"" au-dessus de ""110 dh"".","[""Aucune taille lisible sur l'image.""]"
PHOTO-2026-06-08-16-49-26 6.json,input_images\PHOTO-2026-06-08-16-49-26 6.jpg,1,1,,2816,2816,,,110.0,110 dh,0.99,100.0,Oui,Pastille rouge en haut à droite « 2816 »,"[""Deux plateaux visibles mais aucune taille lisible."", ""Le prix affiché peut concerner une pièce ou l’ensemble, information non précisée.""]"
PHOTO-2026-06-08-16-49-26 6.json,input_images\PHOTO-2026-06-08-16-49-26 6.jpg,1,2,,,,,,110.0,,,,Non,,"[""Deux plateaux visibles mais aucune taille lisible."", ""Le prix affiché peut concerner une pièce ou l’ensemble, information non précisée."", ""Aucun produit GPT-5 aligné avec cette ligne CSV.""]"
PHOTO-2026-06-08-16-49-26 7.json,input_images\PHOTO-2026-06-08-16-49-26 7.jpg,1,1,,2815,2815,,,110.0,110 dh,0.97,100.0,Oui,Étiquette rouge en haut à droite,"[""Deux plateaux visibles mais une seule étiquette avec référence et prix. Aucune taille indiquée.""]"
PHOTO-2026-06-08-16-49-26 7.json,input_images\PHOTO-2026-06-08-16-49-26 7.jpg,1,2,,,,,,110.0,,,,Non,,"[""Deux plateaux visibles mais une seule étiquette avec référence et prix. Aucune taille indiquée."", ""Aucun produit GPT-5 aligné avec cette ligne CSV.""]"
PHOTO-2026-06-08-16-49-26.json,input_images\PHOTO-2026-06-08-16-49-26.jpg,1,1,,2925,2925,,,130.0,130 dh,0.96,100.0,Oui,Étiquette rouge en haut à droite : '2925' au-dessus de '130 dh'.,[]
PHOTO-2026-06-08-16-49-26.json,input_images\PHOTO-2026-06-08-16-49-26.jpg,1,2,,,,,,130.0,,,,Non,,"[""Aucun produit GPT-5 aligné avec cette ligne CSV.""]"
PHOTO-2026-06-08-16-49-26.json,input_images\PHOTO-2026-06-08-16-49-26.jpg,1,3,,,,,,130.0,,,,Non,,"[""Aucun produit GPT-5 aligné avec cette ligne CSV.""]"
PHOTO-2026-06-08-16-49-26.json,input_images\PHOTO-2026-06-08-16-49-26.jpg,1,4,,,,,,130.0,,,,Non,,"[""Aucun produit GPT-5 aligné avec cette ligne CSV.""]"
PHOTO-2026-06-08-16-52-49 2.json,input_images\PHOTO-2026-06-08-16-52-49 2.jpg,1,1,,8158,8158,,,95.0,95 dh,0.98,100.0,Oui,"Étiquette verte en haut à droite : ""8158 95 dh""",[]
PHOTO-2026-06-08-16-52-49 3.json,input_images\PHOTO-2026-06-08-16-52-49 3.jpg,1,1,,8160,8160,,,65.0,65 dh,0.97,100.0,Oui,Encadré vert en haut à droite avec le texte '8160' au-dessus de '65 dh'.,"[""Une petite étiquette sur l'objet est présente mais illisible ; aucune autre référence exploitable.""]"
PHOTO-2026-06-08-16-52-49.json,input_images\PHOTO-2026-06-08-16-52-49.jpg,1,1,8188,8158,8158,Standard,,95.0,95 dh,0.98,100.0,Oui,Encadré vert en haut à droite '8158 95 dh',[]
PHOTO-2026-06-08-16-52-50 2.json,input_images\PHOTO-2026-06-08-16-52-50 2.jpg,1,1,,8154,8154,,,65.0,65 dh,0.98,100.0,Oui,Étiquette verte en haut à droite : « 8154 » au-dessus de « 65 dh »,"[""Aucune taille n'est indiquée dans l'image.""]"
PHOTO-2026-06-08-16-52-50 3.json,input_images\PHOTO-2026-06-08-16-52-50 3.jpg,1,1,,8154,8154,,,65.0,65 dh,0.97,100.0,Oui,"Encadré vert en haut à droite : ""8154"" au-dessus de ""65 dh"".",[]
PHOTO-2026-06-08-16-52-50 4.json,input_images\PHOTO-2026-06-08-16-52-50 4.jpg,1,1,,8155,8155,,,65.0,65 dh,0.99,100.0,Oui,Encadré vert en haut à droite affichant '8155' au-dessus de '65 dh'.,"[""Aucune taille visible sur l'image.""]"
PHOTO-2026-06-08-16-52-50 5.json,input_images\PHOTO-2026-06-08-16-52-50 5.jpg,1,1,,8155,8155,,,65.0,65 dh,0.96,100.0,Oui,"Bloc vert en haut à droite : ""8155"" au-dessus de ""65 dh""",[]
PHOTO-2026-06-08-16-52-50 6.json,input_images\PHOTO-2026-06-08-16-52-50 6.jpg,1,1,,8294,8294,,,95.0,95 dh,0.98,100.0,Oui,Encadré vert en haut à droite : “8294” au-dessus de “95 dh”.,"[""Aucune taille lisible sur l’image.""]"
PHOTO-2026-06-08-16-52-50.json,input_images\PHOTO-2026-06-08-16-52-50.jpg,1,1,,8159,8159,,,65.0,65 dh,0.98,100.0,Oui,encadré vert en haut à droite : '8159 65 dh',[]
PHOTO-2026-06-08-16-52-51.json,input_images\PHOTO-2026-06-08-16-52-51.jpg,1,1,,8294,8294,,,95.0,95 dh,0.99,100.0,Oui,Étiquette verte en haut à droite : '8294' au-dessus de '95 dh'.,[]
PHOTO-2026-06-08-16-52-52 2.json,input_images\PHOTO-2026-06-08-16-52-52 2.jpg,1,1,,8268/3-3,8268/3-3,,,250.0,250 dh,0.99,100.0,Oui,Étiquette verte en haut à droite,"[""Aucune taille visible dans l’image.""]"
PHOTO-2026-06-08-16-52-52 4.json,input_images\PHOTO-2026-06-08-16-52-52 4.jpg,1,1,,8268/3-2,8268/3-2,,,250.0,250 dh,0.98,100.0,Oui,Étiquette verte en haut à droite,[]
PHOTO-2026-06-08-16-52-52 5.json,input_images\PHOTO-2026-06-08-16-52-52 5.jpg,1,1,,8268/3-1,8268/3-1,,,230.0,230 dh,0.97,100.0,Oui,Cartouche vert en haut à droite,[]
PHOTO-2026-06-08-16-52-52 6.json,input_images\PHOTO-2026-06-08-16-52-52 6.jpg,1,1,,8286/3-1,8286/3-1,,,230.0,230 dh,0.99,100.0,Oui,Encadré vert en haut à droite.,"[""Une petite étiquette sur le pied semble contenir du texte mais elle est illisible.""]"
PHOTO-2026-06-08-16-52-52 7.json,input_images\PHOTO-2026-06-08-16-52-52 7.jpg,1,1,,8248,8248,,H 44 cm,,480 cm,0.98,100.0,Oui,Étiquette verte en haut à droite : '8248',"[""Le prix lu est '480 cm' (aucune devise) ; possible erreur de libellé sur l'image.""]"
PHOTO-2026-06-08-16-52-52 8.json,input_images\PHOTO-2026-06-08-16-52-52 8.jpg,1,1,,8436,8436,,,250.0,250 dh,0.98,100.0,Oui,Encadré rouge en haut à droite affichant 8436 au-dessus de 250 dh.,[]
PHOTO-2026-06-08-16-52-52 9.json,input_images\PHOTO-2026-06-08-16-52-52 9.jpg,1,1,,8252.,8252.,,H33×46 cm,450.0,450 dh,0.96,100.0,Oui,étiquette verte en haut à droite,[]
PHOTO-2026-06-08-16-52-53 2.json,input_images\PHOTO-2026-06-08-16-52-53 2.jpg,1,1,,8251,8251,,H46×33cm,245.0,245 dh.,0.99,100.0,Oui,Encadré vert en haut à droite,[]
PHOTO-2026-06-08-16-52-53 3.json,input_images\PHOTO-2026-06-08-16-52-53 3.jpg,1,1,8250,8250,8250,50x39cm,H 50×39cm,550.0,550 dh.,0.98,100.0,Oui,Encadré vert en haut à droite affichant 8250,"[""Petite étiquette verte sur le socle avec logo/texte illisible ignorée.""]"
PHOTO-2026-06-08-16-52-54.json,input_images\PHOTO-2026-06-08-16-52-54.jpg,1,1,,,,,,0.0,,0.05,20.0,Non,Étiquette verte à la base du chameau gauche (illisible),"[""Aucun code, taille ou prix lisibles sur l’image. Pas de tableau/légende de catalogue visible.""]"
PHOTO-2026-06-08-16-52-55 3.json,input_images\PHOTO-2026-06-08-16-52-55 3.jpg,1,1,,8167/2-1-2,8167/2-1-2,,,220.0,220 dh,0.98,100.0,Oui,Étiquette verte en haut à droite,[]
PHOTO-2026-06-08-16-52-55 4.json,input_images\PHOTO-2026-06-08-16-52-55 4.jpg,1,1,,8167/2-1-2,8167/2-1-2,,,220.0,220 dh,0.96,100.0,Oui,étiquette verte en haut à droite,"[""Deux objets visibles mais une seule référence et un seul prix indiqués ; aucune taille lisible.""]"
PHOTO-2026-06-08-16-52-55 5.json,input_images\PHOTO-2026-06-08-16-52-55 5.jpg,1,1,,8169/2-1-2,8169/2-1-2,,,,220 dh,0.98,100.0,Oui,Étiquette verte en haut à droite avec '8169/2-1-2' et '220 dh'.,[]
PHOTO-2026-06-08-16-52-55 6.json,input_images\PHOTO-2026-06-08-16-52-55 6.jpg,1,1,,8169/2-1-2,8169/2-1-2,,,220.0,220 dh,0.98,100.0,Oui,Étiquette verte en haut à droite avec '8169/2-1-2' et '220 dh'.,"[""Deux objets de tailles différentes visibles, mais une seule référence et un seul prix lisibles.""]"
PHOTO-2026-06-08-16-52-55 7.json,input_images\PHOTO-2026-06-08-16-52-55 7.jpg,1,1,,8173/2-1-2,8173/2-1-2,,,,220 dh,0.98,100.0,Oui,Texte blanc sur encart vert en haut à droite,[]
PHOTO-2026-06-08-16-52-55.json,input_images\PHOTO-2026-06-08-16-52-55.jpg,1,1,,8254,8254,,H 57×80 cm,,1050 dh,0.98,100.0,Oui,encadré vert en haut à droite,[]
PHOTO-2026-06-08-16-52-56 2.json,input_images\PHOTO-2026-06-08-16-52-56 2.jpg,1,1,,8193/2-1-2,8193/2-1-2,,,170.0,170 dh,0.96,100.0,Oui,Texte blanc sur encart vert en haut à droite,"[""Aucune taille lisible."", ""Plusieurs objets visibles mais une seule référence/prix indiqués.""]"
PHOTO-2026-06-08-16-52-56 3.json,input_images\PHOTO-2026-06-08-16-52-56 3.jpg,1,1,,8189/2-1-2,8189/2-1-2,,,170.0,170 dh,0.98,100.0,Oui,Encadré vert en haut à droite,[]
PHOTO-2026-06-08-16-52-56 4.json,input_images\PHOTO-2026-06-08-16-52-56 4.jpg,1,1,,8191/2-1-2,8191/2-1-2,,,,170 dh,0.98,100.0,Oui,Étiquette verte en haut à droite,[]
PHOTO-2026-06-08-16-52-56.json,input_images\PHOTO-2026-06-08-16-52-56.jpg,1,1,,8173/2-1-2,8173/2-1-2,,,,220 dh,0.99,100.0,Oui,étiquette verte en haut à droite,[]
PHOTO-2026-06-08-16-52-57 2.json,input_images\PHOTO-2026-06-08-16-52-57 2.jpg,1,1,,8197/2-1-2,8197/2-1-2,,,,110 dh,0.97,100.0,Oui,étiquette verte en haut à droite,"[""Aucune taille lisible sur l’image""]"
PHOTO-2026-06-08-16-52-57 3.json,input_images\PHOTO-2026-06-08-16-52-57 3.jpg,1,1,,8281/2-1-2,8281/2-1-2,,,,190 dh.,0.98,100.0,Oui,Encadré vert en haut à droite,[]
PHOTO-2026-06-08-16-52-57 5.json,input_images\PHOTO-2026-06-08-16-52-57 5.jpg,1,1,,8385,8385,,,190.0,190 dh,0.99,100.0,Oui,étiquette verte en haut à droite,"[""Taille non indiquée."", ""Deux vases visibles mais une seule étiquette de référence/prix.""]"
PHOTO-2026-06-08-16-52-57 7.json,input_images\PHOTO-2026-06-08-16-52-57 7.jpg,1,1,,8292/2-1-2,8292/2-1-2,,,280.0,280 dh,0.95,100.0,Oui,étiquette verte en haut à droite,[]
PHOTO-2026-06-08-16-52-57.json,input_images\PHOTO-2026-06-08-16-52-57.jpg,1,1,,8195/2-1-2,8195/2-1-2,,,150.0,150 dh,0.98,100.0,Oui,étiquette verte en haut à droite,[]
PHOTO-2026-06-08-16-52-58 2.json,input_images\PHOTO-2026-06-08-16-52-58 2.jpg,1,1,,8297/2-1-2,8297/2-1-2,,,280.0,280 dh,0.98,100.0,Oui,étiquette verte en haut à droite,"[""Aucune taille lisible sur l'image.""]"
PHOTO-2026-06-08-16-52-58 3.json,input_images\PHOTO-2026-06-08-16-52-58 3.jpg,1,1,,8297/2-1-2,8297/2-1-2,,,280.0,280 dh,0.99,100.0,Oui,Étiquette verte en haut à droite avec le texte '8297/2-1-2'.,[]
PHOTO-2026-06-08-16-52-58 3.json,input_images\PHOTO-2026-06-08-16-52-58 3.jpg,1,2,,,,,,280.0,,,,Non,,"[""Aucun produit GPT-5 aligné avec cette ligne CSV.""]"
PHOTO-2026-06-08-16-52-58.json,input_images\PHOTO-2026-06-08-16-52-58.jpg,1,1,,8295/2-1-2,8295/2-1-2,,,280.0,280 dh,0.99,100.0,Oui,Bloc vert en haut à droite avec la référence.,[]
PHOTO-2026-06-08-16-52-59 2.json,input_images\PHOTO-2026-06-08-16-52-59 2.jpg,1,1,,8285/2-1-2,8285/2-1-2,,,,220 dh,0.98,100.0,Oui,étiquette verte en haut à droite,"[""Deux vases visibles mais une seule référence et un seul prix affichés ; taille non précisée.""]"
PHOTO-2026-06-08-16-52-59 3.json,input_images\PHOTO-2026-06-08-16-52-59 3.jpg,1,2,8274/2-2,8274/2-2,8274/2-2,,,680.0,680 dh,0.99,125.0,Oui,étiquette verte au-dessus du vase droit,[]
PHOTO-2026-06-08-16-52-59 3.json,input_images\PHOTO-2026-06-08-16-52-59 3.jpg,1,3,8274/2-2,8274/2-2,8274/2-2,,,680.0,680 dh,0.99,115.0,Oui,étiquette verte au-dessus du vase gauche,[]
PHOTO-2026-06-08-16-52-59 3.json,input_images\PHOTO-2026-06-08-16-52-59 3.jpg,1,1,8274/2-1,8274/2-1,8274/2-1,,,350.0,350 dh,0.99,115.0,Oui,étiquette verte au-dessus de la coupe centrale,[]
PHOTO-2026-06-08-16-52-59.json,input_images\PHOTO-2026-06-08-16-52-59.jpg,1,1,,8283/2-1-2,8283/2-1-2,,,,190 dh,0.98,100.0,Oui,"Étiquette verte en haut à droite : ""8283/2-1-2"" au-dessus de ""190 dh""","[""Aucune taille lisible sur l’image.""]"
PHOTO-2026-06-08-16-53-00.json,input_images\PHOTO-2026-06-08-16-53-00.jpg,1,2,8274/2-2,8274/2-2,8274/2-2,,,680.0,680 dh,0.98,125.0,Oui,Étiquette verte au-dessus du vase droit,"[""Aucune taille ou dimension visible sur l'image.""]"
PHOTO-2026-06-08-16-53-00.json,input_images\PHOTO-2026-06-08-16-53-00.jpg,1,3,8274/2-2,8274/2-2,8274/2-2,,,680.0,680 dh,0.98,115.0,Oui,Étiquette verte au-dessus du vase gauche,"[""Aucune taille ou dimension visible sur l'image.""]"
PHOTO-2026-06-08-16-53-00.json,input_images\PHOTO-2026-06-08-16-53-00.jpg,1,1,8274/2-1,8274/2-1,8274/2-1,,,350.0,350 dh,0.98,115.0,Oui,Étiquette verte au-dessus du bol central,"[""Aucune taille ou dimension visible sur l'image.""]"
PHOTO-2026-06-08-16-53-01 2.json,input_images\PHOTO-2026-06-08-16-53-01 2.jpg,1,1,8175,8175/2-1-2,8175/2-1-2,,,190.0,190dh,0.97,110.0,Oui,Étiquette verte en haut à droite,"[""Aucune taille lisible. Deux objets visibles mais une seule référence affichée.""]"
PHOTO-2026-06-08-16-53-01 2.json,input_images\PHOTO-2026-06-08-16-53-01 2.jpg,1,2,8175,,,,,190.0,,,,Non,,"[""Aucune taille lisible. Deux objets visibles mais une seule référence affichée."", ""Aucun produit GPT-5 aligné avec cette ligne CSV.""]"
PHOTO-2026-06-08-16-53-01 4.json,input_images\PHOTO-2026-06-08-16-53-01 4.jpg,1,1,,8165/2-1-2,8165/2-1-2,,,220.0,220 dh,0.96,100.0,Oui,Étiquette verte en haut à droite,"[""Aucune taille lisible sur l’image.""]"
PHOTO-2026-06-08-16-53-01 5.json,input_images\PHOTO-2026-06-08-16-53-01 5.jpg,1,1,,8312,8312,,,5.5,550 dh,0.99,100.0,Oui,"Etiquette verte en haut à droite : ""8312"" au-dessus de ""550 dh""","[""Deux contenants de tailles différentes sont visibles mais aucune taille ni prix par variante n'est lisible.""]"
PHOTO-2026-06-08-16-53-02.json,input_images\PHOTO-2026-06-08-16-53-02.jpg,1,1,,8225,8225,,98/68cm,550.0,550 dh,0.99,100.0,Oui,Étiquette verte en haut à droite : '8225 98/68cm 550 dh',[]
PHOTO-2026-06-08-16-53-03 5.json,input_images\PHOTO-2026-06-08-16-53-03 5.jpg,1,1,,8428,8428,,H 26 cm,230.0,230 dh,0.99,100.0,Oui,étiquette verte en haut à droite : '8428 H 26 cm 230 dh',[]
PHOTO-2026-06-08-16-53-03 6.json,input_images\PHOTO-2026-06-08-16-53-03 6.jpg,1,1,,8426,8426,,,245.0,245 dh,0.98,100.0,Oui,Étiquette verte en haut à droite avec '8426' au-dessus de '245 dh',[]
PHOTO-2026-06-08-16-53-03 6.json,input_images\PHOTO-2026-06-08-16-53-03 6.jpg,1,2,,,,,,,,,,Non,,"[""Aucun produit GPT-5 aligné avec cette ligne CSV.""]"
PHOTO-2026-06-08-16-53-04 2.json,input_images\PHOTO-2026-06-08-16-53-04 2.jpg,1,1,,8395/3-1-2-3,8395/3-1-2-3,,,280.0,280 dh,0.98,100.0,Oui,Étiquette verte en haut à droite,[]
PHOTO-2026-06-08-16-53-04 7.json,input_images\PHOTO-2026-06-08-16-53-04 7.jpg,1,2,,8372/3-1-2-3,8372/3-1-2-3,,,,270 dh,0.95,100.0,Oui,Étiquette verte en haut à droite: “8372/3-1-2-3” et “270 dh”,[]
PHOTO-2026-06-08-16-53-04.json,input_images\PHOTO-2026-06-08-16-53-04.jpg,1,1,,8398/3-1-2-3,8398/3-1-2-3,,,270.0,270 dh,0.96,100.0,Oui,étiquette verte en haut à droite,"[""Aucune taille lisible.""]"
PHOTO-2026-06-08-16-53-05 2.json,input_images\PHOTO-2026-06-08-16-53-05 2.jpg,1,1,8372,8372/3-1-2-3,8372/3-1-2-3,3-1-2-3,,270.0,270 dh,0.97,100.0,Oui,Étiquette verte en bas à gauche,[]
PHOTO-2026-06-08-16-53-05 3.json,input_images\PHOTO-2026-06-08-16-53-05 3.jpg,1,1,,8351,8351,,,185.0,185 dh,0.99,100.0,Oui,Étiquette verte en haut à droite « 8351 »,"[""Aucune taille lisible sur l'image.""]"
PHOTO-2026-06-08-16-53-05 3.json,input_images\PHOTO-2026-06-08-16-53-05 3.jpg,1,2,,,,,,185.0,,,,Non,,"[""Aucune taille lisible sur l'image."", ""Aucun produit GPT-5 aligné avec cette ligne CSV.""]"
PHOTO-2026-06-08-16-53-05 4.json,input_images\PHOTO-2026-06-08-16-53-05 4.jpg,1,2,,8144/2-1,8144/2-1,,,145.0,145 dh,0.98,100.0,Oui,"Etiquette verte en haut à droite : ""8144/2-1 145 dh""",[]
PHOTO-2026-06-08-16-53-05 4.json,input_images\PHOTO-2026-06-08-16-53-05 4.jpg,1,3,,,,,,145.0,,,,Non,,"[""Aucun produit GPT-5 aligné avec cette ligne CSV.""]"
PHOTO-2026-06-08-16-53-05.json,input_images\PHOTO-2026-06-08-16-53-05.jpg,1,1,,8375/3-1-2-3,8375/3-1-2-3,,,,220 dh,0.98,100.0,Oui,encadré vert en haut à droite,"[""Aucune taille visible sur l'image""]"
PHOTO-2026-06-08-16-55-28.json,input_images\PHOTO-2026-06-08-16-55-28.jpg,1,1,,HX 410,HX 410,,,1650.0,1650 dh,0.99,100.0,Oui,Étiquette blanche en haut à droite,"[""Aucune taille visible sur l'image.""]"
PHOTO-2026-06-08-16-55-30 2.json,input_images\PHOTO-2026-06-08-16-55-30 2.jpg,1,1,,8076.,8076.,,60 cm,2800.0,2800 dh,0.9,100.0,Oui,"Texte en haut à droite : ""8076."" suivi de ""table 60 cm"" et ""2800 dh""","[""Le point final après 8076 peut être une simple ponctuation et non une partie de la référence.""]"
PHOTO-2026-06-08-16-55-30 4.json,input_images\PHOTO-2026-06-08-16-55-30 4.jpg,1,2,,8075,8075,,table 60 cm,,2500 dh,0.98,100.0,Oui,Texte blanc en haut à droite : « 8075 »,[]
PHOTO-2026-06-08-16-55-30.json,input_images\PHOTO-2026-06-08-16-55-30.jpg,1,1,,8076.,8076.,,table 60 cm,2800.0,2800 dh.,0.96,100.0,Oui,Texte en haut à droite : « 8076. »,[]
