source_json,image_index,product_index,detected_product_type,rubrique,categorie,famille,description,colors,price_box_regions,logo_regions,warnings,reference,name,size,price,confidence_reference,confidence_price
PHOTO-2026-06-08-16-55-32 3.json,1,1,Chariot de service en métal laqué doré,Mobilier,Chariots et tables de service,Chariots de service,"Ce chariot de service en métal laqué doré allie élégance et praticité. Son design moderne avec des finitions brillantes s'intègre parfaitement dans une décoration contemporaine ou classique, apportant une touche sophistiquée à votre espace. Avec ses deux plateaux et ses roulettes, il facilite le déplacement pour le service lors de repas ou d’événements. Idéal pour la cuisine, le salon ou la salle à manger, ce chariot est aussi pratique que décoratif, permettant de mettre en valeur vos objets de décoration ou accessoires de service.","[""Doré""]","[{""x_min"":0.8,""y_min"":0.05,""x_max"":1.0,""y_max"":0.2,""confidence"":0.95}]",[],[],JS 093,Chariot de service en métal laqué doré,50*85,1600.0,0.98,0.99
PHOTO-2026-06-08-16-55-32.json,1,1,Table d'appoint en verre coloré,Mobilier > Tables > Tables d'appoint,Tables,Tables d'appoint en verre coloré,"Ce set de deux tables d'appoint en verre coloré est idéal pour enrichir votre espace de vie. La surface en verre noir avec finition dorée contraste élégamment avec la base conique en verre teinté de violet pour la première, et bleu pour la seconde, apportant une touche moderne et sophistiquée dans un intérieur marocain contemporain. Leur design élégant et coloré en fait des pièces décoratives tout en étant fonctionnelles pour accueillir des accents décoratifs, des lampes ou des boissons dans le salon ou la chambre.","[""Violet"",""Bleu""]",[],[],[],149,Table d'appoint en verre coloré,75*50,3200.0,1.0,1.0
PHOTO-2026-06-08-16-55-32.json,1,2,Table d'appoint en verre coloré,Mobilier > Tables > Tables d'appoint,Tables,Tables d'appoint en verre coloré,"Ce set de deux tables d'appoint en verre coloré est idéal pour enrichir votre espace de vie. La surface en verre noir avec finition dorée contraste élégamment avec la base conique en verre teinté de violet pour la première, et bleu pour la seconde, apportant une touche moderne et sophistiquée dans un intérieur marocain contemporain. Leur design élégant et coloré en fait des pièces décoratives tout en étant fonctionnelles pour accueillir des accents décoratifs, des lampes ou des boissons dans le salon ou la chambre.","[""Violet"",""Bleu""]",[],[],[],149,Table d'appoint en verre coloré,75*50,3200.0,1.0,1.0
PHOTO-2026-06-08-16-55-33 2.json,1,1,Mobilier > Tables > Chariots de service,Mobilier,Chariots de service,Chariots de décoration,"Ce chariot de service élégant est doté d'une structure en métal doré avec des arcs circulaires, équipé d'une surface en verre transparent et d'une petite barrière de sécurité en métal. Il se déplace facilement grâce à ses roulettes, idéal pour le service ou la décoration dans un intérieur marocain contemporain ou traditionnel. Son design sophistiqué apporte une touche de luxe et de pratique dans votre salon, votre salle à manger ou votre espace de réception.","[""Doré""]","[{""x_min"":0.83,""y_min"":0.01,""x_max"":0.97,""y_max"":0.15,""confidence"":0.95}]","[{""x_min"":0.02,""y_min"":0.02,""x_max"":0.12,""y_max"":0.12,""confidence"":0.9}]",[],,,,1700.0,0.0,0.0
PHOTO-2026-06-08-16-55-33.json,1,1,Mobilier > Serviteurs > Chariot de service,Mobilier,,,"Ce chariot de service élégant en finition dorée est conçu avec une structure en métal aux lignes modernes et épurées. Doté de deux étages en verre transparent, il offre un espace pratique et esthétique pour le service de boissons, de plats ou d'objets décoratifs. Equipé de roulettes, il se déplace aisément pour faciliter la mise en place ou le rangement dans différentes pièces du salon, de la salle à manger ou de l'entrée. Sa finition dorée apporte une touche sophistiquée et lumineuse à l'espace, idéal pour une décoration moderne ou glamour au Maroc.","[""Orange""]","[{""x_min"":0.887,""y_min"":0.049,""x_max"":0.986,""y_max"":0.125,""confidence"":0.9}]","[{""x_min"":0.019,""y_min"":0.007,""x_max"":0.084,""y_max"":0.086,""confidence"":0.95}]",[],,,,1700.0,0.4,0.95
PHOTO-2026-06-08-16-55-34 2.json,1,1,Mobilier > Tables > Tables d'appoint,Mobilier,Tables,,Table d'appoint élégante en métal à finition dorée avec plateau noir. Sa structure fine et ses formes rondes apportent une touche de luxe et de modernité idéale pour un salon ou une coin lecture. Sa mobilité grâce à ses roulettes en facilite le déplacement et son design la rend facilement intégrable dans divers styles d'intérieur contemporain ou sophistiqué.,"[""Doré"",""Noir""]","[{""x_min"":0.5,""y_min"":0.35,""x_max"":0.55,""y_max"":0.45,""confidence"":0.95},{""x_min"":0.45,""y_min"":0.7,""x_max"":0.55,""y_max"":0.84,""confidence"":0.92},{""x_min"":0.52,""y_min"":0.81,""x_max"":0.64,""y_max"":0.9,""confidence"":0.89}]",[],[],,Table d'appoint en métal doré et plateau noir,55*85,1600.0,0.75,0.85
PHOTO-2026-06-08-16-55-34 3.json,1,1,Chariot de service en métal avec fini doré,Mobilier,Mobilier de salon et séjour,Chariots de service,"Ce chariot de service en métal arbore une finition dorée élégante et une surface élégante noire, idéal pour ajouter une touche de luxe à votre espace de vie. Son design moderne avec des étagères compartimentées permet de transporter et de présenter facilement vos boissons, vaisselle ou autres objets décoratifs. Sur une terrasse, dans un salon ou lors d'une réception, il facilite le service tout en apportant une finition sophistiquée à votre décoration intérieure. Son style pratique et esthétique en fait un meuble fonctionnel et décoratif pour un intérieur marocain contemporain.","[""Orange"",""Noir""]","[{""x_min"":0.772,""y_min"":0.044,""x_max"":0.956,""y_max"":0.123,""confidence"":0.98}]","[{""x_min"":0.01,""y_min"":0.02,""x_max"":0.12,""y_max"":0.1,""confidence"":0.85}]",[],,Chariot de service doré à surfaces noires,,1600.0,0.0,0.0
PHOTO-2026-06-08-16-55-34 4.json,1,1,Garde-robe baroque avec finition dorée,Mobilier,Meubles de rangement,Meubles de salon,"Ce meuble de rangement élégant mêle style classique et touche moderne avec sa finition dorée brillante. Conçu pour accueillir vêtements ou accessoires, il présente une structure en métal doré avec des surfaces en noir, apportant une touche de luxe à votre intérieur. Idéal pour un espace de vie sophistiqué ou un dressing, il combine esthétique et praticité pour valoriser votre décoration tout en offrant un espace organisé et fonctionnel.","[""Orange""]","[{""x_min"":0.829,""y_min"":0.072,""x_max"":0.937,""y_max"":0.149,""confidence"":0.95}]","[{""x_min"":0.0,""y_min"":0.0,""x_max"":0.117,""y_max"":0.15,""confidence"":0.85}]","[""Aucune zone à supprimer détectée.""]",RMJ,Garde-robe baroque avec finition dorée,,1700.0,0.99,0.98
PHOTO-2026-06-08-16-55-34 5.json,1,1,Service de bar ou de présentation en métal et verre,Décoration,,,"Ce service de bar ou de présentation en métal et verre est conçu pour ajouter une touche élégante et sophistiquée à votre espace. Avec sa structure en métal doré et ses plateaux en verre transparent, il offre un design moderne et brillant. Parfait pour une utilisation dans un salon, une salle à manger ou un espace de réception, cet accessoire décoratif permet de mettre en valeur vos bouteilles, verres ou autres objets décoratifs, tout en étant pratique et esthétique.","[""Doré"",""Transparent""]","[{""x_min"":0.0,""y_min"":0.0,""x_max"":1.0,""y_max"":1.0,""confidence"":1.0}]",[],[],,,,1700.0,0.0,1.0
PHOTO-2026-06-08-16-55-34 6.json,1,1,Meuble vitrine moderne,Mobilier,Vitrines,Meubles de salon,"Vitrine moderne au design épuré avec portes en verre et finition en bois lisse, idéale pour exposer des objets de décoration ou des accessoires dans un salon ou un espace de réception.","[""Beige""]","[{""x_min"":0.01,""y_min"":0.85,""x_max"":0.2,""y_max"":0.95,""confidence"":0.95}]",[],[],92247,Vitrine moderne en bois et verre,,4800.0,0.9,0.9
PHOTO-2026-06-08-16-55-34 7.json,1,1,Table basse rectangulaire avec motif marbre et finition sombre,Mobilier > Tables > Tables basses,Tables,Tables en bois et matière composite,"Cette table basse allie élégance et modernité avec son plateau en imitation marbre blanc et ses motifs naturels, soutenu par une structure en finition sombre. Son design original avec un contraste entre le marbre clair et le noir profond apporte une touche sophistiquée à votre salon ou espace de réception. Idéale pour accueillir des boissons, des magazines ou des objets décoratifs, cette table s'intègre parfaitement dans un intérieur contemporain marocain, offrant à la fois fonctionnalité et esthétique dans votre espace de vie.","[""Blanc"",""Noir""]","[{""x_min"":0.423,""y_min"":0.474,""x_max"":0.533,""y_max"":0.512,""confidence"":0.9}]","[{""x_min"":0.937,""y_min"":0.922,""x_max"":0.985,""y_max"":0.984,""confidence"":0.8}]",[],712,Table basse rectangulaire motif marbre et finition sombre,130×75,3800.0,0.95,0.85
PHOTO-2026-06-08-16-55-34 8.json,1,1,Table basse ronde,Mobilier > Tables > Tables basses,Mobilier,,"Table basse ronde au design élégant avec un plateau en effet marbre blanc et des supports en finition dorée. Ce meuble apportera une touche moderne et sophistiquée à votre salon ou espace de réception, idéal pour accueillir des objets décoratifs ou pour un usage pratique quotidien.","[""Blanc"",""Orange""]","[{""x_min"":0.64,""y_min"":0.07,""x_max"":0.91,""y_max"":0.17,""confidence"":0.99}]","[{""x_min"":0.0,""y_min"":0.0,""x_max"":0.0,""y_max"":0.0,""confidence"":0.0}]","[""logo_regions : x_min doit être inférieur à x_max."",""logo_regions : y_min doit être inférieur à y_max.""]",,,,3450.0,0.0,1.0
PHOTO-2026-06-08-16-55-34.json,1,1,Chariot de service en métal chromé,Mobilier > Mobilier de service > Chariots de service,Chariots de service,Chariots en métal,"Ce chariot de service en métal chromé allie élégance et fonctionnalité. Sa structure en chrome brillant lui confère une finition moderne et raffinée, tandis que ses surfaces noires offrent un contraste élégant et pratique. Avec deux niveaux offrant suffisamment d'espace pour transporter des plats, des boissons ou des accessoires, il est idéal pour équiper une cuisine, une salle à manger ou un espace de réception. Léger et facile à déplacer grâce à ses roues, ce chariot apportera un aspect contemporain et pratique à tout intérieur marocain moderne ou traditionnel.","[""Noir"",""Argenté""]","[{""x_min"":0.02,""y_min"":0.02,""x_max"":0.98,""y_max"":0.12,""confidence"":0.95}]","[{""x_min"":0.84,""y_min"":0.02,""x_max"":0.96,""y_max"":0.12,""confidence"":0.9}]",[],,,,,0.0,0.0
PHOTO-2026-06-08-16-55-35 2.json,1,1,Tables basses,Mobilier,Tables,Tables de salon,"Set de deux tables basses au design moderne avec surfaces en pâte de verre noire, reposant sur des bases en métal doré à finition miroir. Ces tables apportent une touche élégante et contemporaine à un salon ou espace séjour, en offrant une combinaison de style sophistiqué et de fonctionnalité pratique dans une décoration intérieure raffinée.","[""Noir"",""Doré""]","[{""x_min"":0.713,""y_min"":0.056,""x_max"":0.823,""y_max"":0.095,""confidence"":0.95},{""x_min"":0.713,""y_min"":0.056,""x_max"":0.823,""y_max"":0.095,""confidence"":0.95}]",[],[],,,,2100.0,0.0,1.0
PHOTO-2026-06-08-16-55-35 2.json,1,2,Tables basses,Mobilier,Tables,Tables de salon,"Set de deux tables basses au design moderne avec surfaces en pâte de verre noire, reposant sur des bases en métal doré à finition miroir. Ces tables apportent une touche élégante et contemporaine à un salon ou espace séjour, en offrant une combinaison de style sophistiqué et de fonctionnalité pratique dans une décoration intérieure raffinée.","[""Noir"",""Doré""]","[{""x_min"":0.713,""y_min"":0.056,""x_max"":0.823,""y_max"":0.095,""confidence"":0.95},{""x_min"":0.713,""y_min"":0.056,""x_max"":0.823,""y_max"":0.095,""confidence"":0.95}]",[],[],,,,2100.0,0.0,1.0
PHOTO-2026-06-08-16-55-35 3.json,1,1,Mobilier > Tables > Tables basses,Mobilier,,,"Petite table basse moderne et élégante alliant un plateau effet marbre blanc avec veines grises et une structure en bois foncé aspect marbre. Cette table d'appoint est idéale pour un salon ou une chambre pour disposer des objets décoratifs ou des boissons, apportant une touche contemporaine et sophistiquée à votre intérieur marocain.","[""Blanc"",""Marron""]","[{""x_min"":0.76,""y_min"":0.02,""x_max"":0.94,""y_max"":0.15,""confidence"":0.99}]",[],[],CJ 1250.,Table basse effet marbre blanc avec structure bois foncé,,2950.0,0.95,0.92
PHOTO-2026-06-08-16-55-35.json,1,1,Meuble de rangement en métal et bois,Mobilier,Meubles de rangement,Bibliothèques et étagères,"Grande bibliothèque ou étagère de salon combinant métal noir et bois clair, avec des sections ouvertes pour le stockage ou l’exposition. Son design moderne et industriel s'intègre parfaitement dans un intérieur contemporain ou industriel, apportant praticité et style à votre espace de vie ou de bureau.","[""Noir"",""Bois clair""]","[{""x_min"":0.7,""y_min"":0.78,""x_max"":0.78,""y_max"":0.84,""confidence"":0.95}]",[],[],1658,Bibliothèque en métal et bois moderne,120×35×210 cm,3700.0,0.98,0.95
PHOTO-2026-06-08-16-55-36 2.json,1,1,Meuble de rangement mural en bois et miroir,Mobilier,Meubles de rangement,,"Ce meuble de rangement mural combine un design moderne avec des surfaces en miroir et des finitions en bois clair et foncé. Avec ses deux portes en miroir sur la partie inférieure et un espace de rangement en partie haute, il est idéal pour organiser un espace de vie ou une salle de bain. Son style contemporain s'intègre parfaitement dans un intérieur marocain moderne, apportant lumière et élégance tout en étant pratique pour le rangement quotidien.","[""Beige"",""Noir""]","[{""x_min"":0.43,""y_min"":0.75,""x_max"":0.58,""y_max"":0.86,""confidence"":0.9}]",[],[],,Meuble de rangement mural en bois et miroir,,3700.0,0.0,0.95
PHOTO-2026-06-08-16-55-36 3.json,1,1,Meuble de rangement,Mobilier,Meubles de rangement,Meubles de salon,"Vitrine moderne en panneau melaminé gris clair avec façade en verre et intégration d'étagères en verre pour mettre en valeur la décoration ou la vaisselle. Idéale pour embellir un salon ou une salle à manger, cette vitrine offre un espace de stockage pratique tout en apportant une touche contemporaine grâce à son design épuré. Sa structure robuste et ses portes vitrées permettent une présentation élégante de vos objets de décoration ou de vos collections, tout en étant facile d'entretien.","[""Gris"",""Transparent""]","[{""x_min"":0.088,""y_min"":0.794,""x_max"":0.448,""y_max"":0.915,""confidence"":0.95}]",[],[],1639,Meuble de rangement vitrifié avec façade en verre,1210x340x2050,4200.0,0.98,0.98
PHOTO-2026-06-08-16-55-36 4.json,1,1,Meuble de rangement / Buffet,Mobilier,Meubles de rangement,Meuble de stockage,"Ce meuble de rangement élégant combine un design moderne avec une finition contrastée en blanc et gris. Il dispose de plusieurs compartiments, dont des tiroirs et des placards, permettant de stocker divers objets. La surface du dessus est idéale pour exposer des accessoires décoratifs ou des petits objets. Sa structure compacte et sa couleur neutre s’intègrent facilement dans un salon, une salle à manger ou une chambre, apportant fonctionnalité et esthétisme à votre espace de vie.","[""Blanc"",""Gris""]","[{""x_min"":0.0,""y_min"":0.76,""x_max"":0.09,""y_max"":0.88,""confidence"":0.95}]",[],[],293,Meuble de rangement en bois avec portes et tiroirs,120x30x200,4200.0,0.99,0.98
PHOTO-2026-06-08-16-55-36 5.json,1,1,Table console en verre et métal,Mobilier,Tables,Tables basses et consoles,"Cette console moderne allie élégance et fonctionnalité avec son plateau en verre clair et ses structures en métal doré. Sa forme semi-circulaire permet une utilisation pratique dans un salon ou une entrée, apportant une touche de luxe et de luminosité à l'espace. Idéale pour déposer des objets décoratifs, des lampes ou des accessoires, elle s'intègre parfaitement dans un intérieur contemporain marocain, contribuant à une ambiance sophistiquée et chaleureuse.","[""Transparent"",""Doré""]","[{""x_min"":0.73,""y_min"":0.78,""x_max"":0.86,""y_max"":0.86,""confidence"":0.9}]",[],[],SC 1194,Table console en verre et métal,90x90,1200.0,0.95,0.9
PHOTO-2026-06-08-16-55-36.json,1,1,Table basse design,Mobilier > Tables > Tables basses,Tables basses,Tables,"Cette table basse moderne présente un plateau rectangulaire avec un design géométrique en noir et or, ajoutant une touche sophistiquée à votre salon ou espace de réception. Sa structure robuste et ses motifs distinctifs en font un meuble à la fois fonctionnel et esthétique, idéal pour accueillir des objets décoratifs, magazines ou boissons. Sa conception élégante s'intègre harmonieusement dans un intérieur contemporain marocain, apportant une ambiance chic et raffinée à votre décoration intérieure.","[""Noir"",""Orange""]","[{""x_min"":0.61,""y_min"":0.035,""x_max"":0.799,""y_max"":0.137,""confidence"":0.95}]",[],[],,Table basse contemporaine à motif géométrique,,2800.0,0.0,0.0
PHOTO-2026-06-08-16-55-39 2.json,1,1,Tables,Mobilier > Tables > Tables basses,Tables basses,Tables basses en marbre et métal,"Set de deux tables basses rectangulaires avec plateaux en imitation marbre blanc et structures en métal finition inox. Ces tables offrent un design contemporain avec un contraste élégant entre le marbre clair et le métal brillant, parfait pour embellir un salon moderne. Elles sont idéales pour poser des objets décoratifs, des magazines ou des boissons. Leur style minimaliste et leur finition raffinée s'intègrent harmonieusement dans un intérieur marocain contemporain ou luxe.","[""Blanc"",""Argenté""]","[{""x_min"":0.02,""y_min"":0.05,""x_max"":0.2,""y_max"":0.15,""confidence"":0.95},{""x_min"":0.28,""y_min"":0.03,""x_max"":0.45,""y_max"":0.13,""confidence"":0.92}]",[],[],,,,2800.0,0.0,1.0
PHOTO-2026-06-08-16-55-39 2.json,1,2,Tables,Mobilier > Tables > Tables basses,Tables basses,Tables basses en marbre et métal,"Set de deux tables basses rectangulaires avec plateaux en imitation marbre blanc et structures en métal finition inox. Ces tables offrent un design contemporain avec un contraste élégant entre le marbre clair et le métal brillant, parfait pour embellir un salon moderne. Elles sont idéales pour poser des objets décoratifs, des magazines ou des boissons. Leur style minimaliste et leur finition raffinée s'intègrent harmonieusement dans un intérieur marocain contemporain ou luxe.","[""Blanc"",""Argenté""]","[{""x_min"":0.02,""y_min"":0.05,""x_max"":0.2,""y_max"":0.15,""confidence"":0.95},{""x_min"":0.28,""y_min"":0.03,""x_max"":0.45,""y_max"":0.13,""confidence"":0.92}]",[],[],,,,2800.0,0.0,1.0
PHOTO-2026-06-08-16-55-39 3.json,1,1,Table basse,Mobilier > Tables > Tables basses,,,"Table basse moderne avec un plateau rectangulaire en finition imitation marbre blanc et noir. Sa structure possède un design épuré, avec deux coloris différents. Elle s'intègre parfaitement dans un salon contemporain ou un espace de réception, apportant une touche d'élégance et de modernité à la décoration intérieure.","[""Blanc"",""Noir""]","[{""x_min"":0.01,""y_min"":0.72,""x_max"":0.24,""y_max"":0.8,""confidence"":0.85}]",[],[],CJ 1250.,Table basse moderne,200x40x40 cm,2950.0,0.95,0.9
PHOTO-2026-06-08-16-55-39 3.json,1,2,Table basse,Mobilier > Tables > Tables basses,,,"Table basse moderne avec un plateau rectangulaire en finition imitation marbre blanc et noir. Sa structure possède un design épuré, avec deux coloris différents. Elle s'intègre parfaitement dans un salon contemporain ou un espace de réception, apportant une touche d'élégance et de modernité à la décoration intérieure.","[""Blanc"",""Noir""]","[{""x_min"":0.01,""y_min"":0.72,""x_max"":0.24,""y_max"":0.8,""confidence"":0.85}]",[],[],,,,,0.0,0.0
PHOTO-2026-06-08-16-55-39 4.json,1,1,Meuble TV,Mobilier,Bancs TV,,"Un meuble TV moderne avec un compartiment inférieur en finition gris métallique et un plateau supérieur en verre noir. Idéal pour un salon contemporain, il offre un espace élégant pour accueillir une télévision et des équipements audiovisuels, tout en apportant une touche de style industriel à la pièce.","[""Gris"",""Noir""]","[{""x_min"":0.65,""y_min"":0.05,""x_max"":0.75,""y_max"":0.15,""confidence"":0.8},{""x_min"":0.76,""y_min"":0.02,""x_max"":0.88,""y_max"":0.08,""confidence"":0.75}]",[],[],CJ 1180,Meuble TV contemporain en gris et verre noir,,3200.0,0.95,0.9
PHOTO-2026-06-08-16-55-39 5.json,1,1,Tables basses,Mobilier,Tables,,"Deux tables basses modernes avec plateaux en imitation marbre, l'une de forme rectangulaire avec un plateau blanc veiné et l'autre de forme plus petite et octogonale en finition sombre. Elles sont soutenues par des pieds en métal noir avec des détails dorés, apportant une touche élégante et contemporaine à un salon ou un espace de réception.","[""Blanc"",""Noir"",""Doré""]","[{""x_min"":0.85,""y_min"":0.05,""x_max"":1.0,""y_max"":0.15,""confidence"":0.95}]",[],[],,,,32.0,0.0,0.8
PHOTO-2026-06-08-16-55-39 5.json,1,2,Tables basses,Mobilier,Tables,,"Deux tables basses modernes avec plateaux en imitation marbre, l'une de forme rectangulaire avec un plateau blanc veiné et l'autre de forme plus petite et octogonale en finition sombre. Elles sont soutenues par des pieds en métal noir avec des détails dorés, apportant une touche élégante et contemporaine à un salon ou un espace de réception.","[""Blanc"",""Noir"",""Doré""]","[{""x_min"":0.85,""y_min"":0.05,""x_max"":1.0,""y_max"":0.15,""confidence"":0.95}]",[],[],,,,32.0,0.0,0.8
PHOTO-2026-06-08-16-55-39.json,1,1,Tables basses,Mobilier > Tables > Tables basses,Tables basses en bois et marbre,Tables basses modernes,"Présentation de deux tables basses design, avec un plateau en marbre noir à veines dorées pour la petite, et un plateau en blanc uni pour la grande. Leurs structures en bois arborent un fini en bois clair avec des lames verticales soulignant un style contemporain épuré. Parfaites pour un salon moderne, ces tables apportent une touche élégante et sophistiquée à votre espace de vie, en combinant le luxe du marbre avec la chaleur du bois naturel. Leur design pratique et esthétique s’intègre parfaitement dans un intérieur marocain contemporain, idéal pour recevoir ou pour une utilisation quotidienne.","[""Noir"",""Blanc"",""Bois clair""]","[{""x_min"":0.79,""y_min"":0.07,""x_max"":0.89,""y_max"":0.17,""confidence"":0.98},{""x_min"":0.54,""y_min"":0.09,""x_max"":0.64,""y_max"":0.19,""confidence"":0.97}]",[],[],,,,2450.0,0.0,0.0
PHOTO-2026-06-08-16-55-39.json,1,2,Tables basses,Mobilier > Tables > Tables basses,Tables basses en bois et marbre,Tables basses modernes,"Présentation de deux tables basses design, avec un plateau en marbre noir à veines dorées pour la petite, et un plateau en blanc uni pour la grande. Leurs structures en bois arborent un fini en bois clair avec des lames verticales soulignant un style contemporain épuré. Parfaites pour un salon moderne, ces tables apportent une touche élégante et sophistiquée à votre espace de vie, en combinant le luxe du marbre avec la chaleur du bois naturel. Leur design pratique et esthétique s’intègre parfaitement dans un intérieur marocain contemporain, idéal pour recevoir ou pour une utilisation quotidienne.","[""Noir"",""Blanc"",""Bois clair""]","[{""x_min"":0.79,""y_min"":0.07,""x_max"":0.89,""y_max"":0.17,""confidence"":0.98},{""x_min"":0.54,""y_min"":0.09,""x_max"":0.64,""y_max"":0.19,""confidence"":0.97}]",[],[],,,,2450.0,0.0,0.0
PHOTO-2026-06-08-16-55-40 2.json,1,1,Meuble de rangement TV design,Mobilier,,,"Console ou meuble TV moderne aux lignes arrondies, avec façade en cuir blanc à motif vertical et finition dorée. Sa surface supérieure en finition marbrée noire avec veinage blanc apporte une touche élégante et sophistiquée. Idéal pour aménager un salon contemporain, offrant à la fois style et fonctionnalité pour accueillir votre téléviseur et vos accessoires de divertissement.","[""Blanc"",""Noir"",""Doré""]","[{""x_min"":0.032,""y_min"":0.77,""x_max"":0.962,""y_max"":0.9,""confidence"":0.99}]",[],[],KD 159-1,Meuble TV design en cuir blanc et marbre noir,1700,1700.0,0.85,0.9
PHOTO-2026-06-08-16-55-40 3.json,1,1,Table basse,Mobilier > Tables > Tables basses,,,"Table basse élégante au design contemporain avec un plateau en effet marbre blanc veiné, reposant sur une structure métallique dorée en forme d'arc. Sa finition sophistiquée et son style moderne en font un meuble idéal pour un salon chic et confortable. Parfaite pour accueillir des objets décoratifs ou vos essentiels du quotidien, cette table apportera une touche de luxe et de luminosité à votre espace de vie.","[""Blanc"",""Doré""]","[{""x_min"":0.05,""y_min"":0.05,""x_max"":0.3,""y_max"":0.15,""confidence"":0.95},{""x_min"":0.75,""y_min"":0.05,""x_max"":0.95,""y_max"":0.15,""confidence"":0.92}]",[],[],,,,1700.0,0.0,1.0
PHOTO-2026-06-08-16-55-40 3.json,1,2,Table basse,Mobilier > Tables > Tables basses,,,"Table basse élégante au design contemporain avec un plateau en effet marbre blanc veiné, reposant sur une structure métallique dorée en forme d'arc. Sa finition sophistiquée et son style moderne en font un meuble idéal pour un salon chic et confortable. Parfaite pour accueillir des objets décoratifs ou vos essentiels du quotidien, cette table apportera une touche de luxe et de luminosité à votre espace de vie.","[""Blanc"",""Doré""]","[{""x_min"":0.05,""y_min"":0.05,""x_max"":0.3,""y_max"":0.15,""confidence"":0.95},{""x_min"":0.75,""y_min"":0.05,""x_max"":0.95,""y_max"":0.15,""confidence"":0.92}]",[],[],,,,,0.0,0.0
PHOTO-2026-06-08-16-55-40 4.json,1,1,Table basse en bois avec plateau en marbre,Mobilier,Tables,Tables basses,"Table basse au design moderne combinant un plateau en marbre blanc avec des veines grises et une structure en bois foncé, offrant une touche élégante et sophistiquée à tout salon contemporain. Idéale pour accueillir des objets décoratifs, des magazines ou des boissons, cette table apportera une ambiance chaleureuse et raffinée à votre espace de vie.","[""Blanc"",""Bois foncé""]","[{""x_min"":0.78,""y_min"":0.74,""x_max"":0.86,""y_max"":0.84,""confidence"":0.9},{""x_min"":0.44,""y_min"":0.75,""x_max"":0.56,""y_max"":0.85,""confidence"":0.9}]",[],[],922A,Table basse en bois avec plateau en marbre,,1950.0,0.95,0.95
PHOTO-2026-06-08-16-55-40 5.json,1,1,Table basse,Mobilier > Tables > Tables basses,Table basse,,"Cette table basse stylée possède un plateau rond en finition effet marbre noir, entouré d’un rebord métallique doré. Sa structure en métal doré confère un style moderne et élégant, idéale pour une décoration intérieure contemporaine. Elle apportera une touche sophistiquée dans un salon ou un espace de réception, combinant fonctionnalité et décoration. Facile à intégrer dans un intérieur marocain moderne, cette table offre un espace pratique pour poser des objets décoratifs, des boissons ou des magazines.","[""Noir"",""Doré""]","[{""x_min"":0.62,""y_min"":0.01,""x_max"":0.74,""y_max"":0.16,""confidence"":0.95},{""x_min"":0.8,""y_min"":0.16,""x_max"":0.91,""y_max"":0.3,""confidence"":0.92},{""x_min"":0.1,""y_min"":0.01,""x_max"":0.38,""y_max"":0.3,""confidence"":0.94}]",[],[],,,,,0.0,0.0
PHOTO-2026-06-08-16-55-40 6.json,1,1,Mobilier > Tables > Tables basses,Mobilier,,,"Table basse avec un plateau en bois clair orné de rayures noires disposées en formes géométriques, accompagnée d'une petite table d'appoint en forme de cylindre avec un motif de pixels dorés sur fond noir. Cette combinaison apportera une touche moderne et élégante à un salon ou un espace de réception avec un style contemporain. La table basse est pratique pour déposer des objets décoratifs, des magazines ou des boissons, tout en créant une ambiance sophistiquée et tendance. Son design audacieux en fait un point focal dans la décoration intérieure d’un intérieur marocain contemporain ou cosmopolite.","[""Beige"",""Noir""]","[{""x_min"":0.5,""y_min"":0.11,""x_max"":0.73,""y_max"":0.2,""confidence"":0.95},{""x_min"":0.75,""y_min"":0.15,""x_max"":0.93,""y_max"":0.24,""confidence"":0.92}]",[],[],,,,39.5,0.0,0.98
PHOTO-2026-06-08-16-55-40 6.json,1,2,Mobilier > Tables > Tables basses,Mobilier,,,"Table basse avec un plateau en bois clair orné de rayures noires disposées en formes géométriques, accompagnée d'une petite table d'appoint en forme de cylindre avec un motif de pixels dorés sur fond noir. Cette combinaison apportera une touche moderne et élégante à un salon ou un espace de réception avec un style contemporain. La table basse est pratique pour déposer des objets décoratifs, des magazines ou des boissons, tout en créant une ambiance sophistiquée et tendance. Son design audacieux en fait un point focal dans la décoration intérieure d’un intérieur marocain contemporain ou cosmopolite.","[""Beige"",""Noir""]","[{""x_min"":0.5,""y_min"":0.11,""x_max"":0.73,""y_max"":0.2,""confidence"":0.95},{""x_min"":0.75,""y_min"":0.15,""x_max"":0.93,""y_max"":0.24,""confidence"":0.92}]",[],[],,,,,0.0,0.0
