original_name,detected_extension_report,detected_extension_real,matched_reference,normalized_reference,match_method,match_score,image_key,source_file,renamed_file,csv_path
rim 63.jpg,.jpg,.jpg,rim 63,rim63,exact-normalise,100,rim63,meubles\rim 63.jpg,rim-63-001.jpg,backend/uploads/products/rim-63-001.jpg
rim002 (bège).jpg,.jpg,.jpg,rim002,rim002,signature-numerique,92,rim002bege,meubles\rim002 (bège).jpg,rim002-001.jpg,backend/uploads/products/rim002-001.jpg
rim002 (transparent ).jpg,.jpg,.jpg,rim002,rim002,exact-sans-couleur,98,rim002,meubles\rim002 (transparent ).jpg,rim002-002.jpg,backend/uploads/products/rim002-002.jpg
RL 9270 M.    #1,.png,.png,RL 9270 M,rl9270m,exact-normalise,100,rl9270m,meubles\RL 9270 M.    #1,rl-9270-m-001.png,backend/uploads/products/rl-9270-m-001.png
RL 9270 M.    #2,.png,.png,RL 9270 M,rl9270m,exact-normalise,100,rl9270m,meubles\RL 9270 M.    #2,rl-9270-m-002.png,backend/uploads/products/rl-9270-m-002.png
RL 9270 M.    #3,.png,.png,RL 9270 M,rl9270m,exact-normalise,100,rl9270m,meubles\RL 9270 M.    #3,rl-9270-m-003.png,backend/uploads/products/rl-9270-m-003.png
RL 9270 M.    #4,.png,.png,RL 9270 M,rl9270m,exact-normalise,100,rl9270m,meubles\RL 9270 M.    #4,rl-9270-m-004.png,backend/uploads/products/rl-9270-m-004.png
RT 9227_A.    #1,.jpg,.jpg,RT 9227_A,rt9227a,exact-normalise,100,rt9227a,meubles\RT 9227_A.    #1,rt-9227-a-001.jpg,backend/uploads/products/rt-9227-a-001.jpg
RT 9227_A.    #2,.jpg,.jpg,RT 9227_A,rt9227a,exact-normalise,100,rt9227a,meubles\RT 9227_A.    #2,rt-9227-a-002.jpg,backend/uploads/products/rt-9227-a-002.jpg
RT 9227_A.    #3,.jpg,.jpg,RT 9227_A,rt9227a,exact-normalise,100,rt9227a,meubles\RT 9227_A.    #3,rt-9227-a-003.jpg,backend/uploads/products/rt-9227-a-003.jpg
RT 9227_A.    #4,.jpg,.jpg,RT 9227_A,rt9227a,exact-normalise,100,rt9227a,meubles\RT 9227_A.    #4,rt-9227-a-004.jpg,backend/uploads/products/rt-9227-a-004.jpg
RT 9272-B.    #1,.jpg,.jpg,RT 9272-B,rt9272b,exact-normalise,100,rt9272b,meubles\RT 9272-B.    #1,rt-9272-b-001.jpg,backend/uploads/products/rt-9272-b-001.jpg
RT 9272-B.    #2,.jpg,.jpg,RT 9272-B,rt9272b,exact-normalise,100,rt9272b,meubles\RT 9272-B.    #2,rt-9272-b-002.jpg,backend/uploads/products/rt-9272-b-002.jpg
RT 9272-B.    #3,.jpg,.jpg,RT 9272-B,rt9272b,exact-normalise,100,rt9272b,meubles\RT 9272-B.    #3,rt-9272-b-003.jpg,backend/uploads/products/rt-9272-b-003.jpg
RT 9272-B.    #4,.jpg,.jpg,RT 9272-B,rt9272b,exact-normalise,100,rt9272b,meubles\RT 9272-B.    #4,rt-9272-b-004.jpg,backend/uploads/products/rt-9272-b-004.jpg
SC 11904.jpg,.jpg,.jpg,SC 11904,sc11904,exact-normalise,100,sc11904,meubles\SC 11904.jpg,sc-11904-001.jpg,backend/uploads/products/sc-11904-001.jpg
SC 126.png,.png,.png,SC 126,sc126,exact-normalise,100,sc126,meubles\SC 126.png,sc-126-001.png,backend/uploads/products/sc-126-001.png
SC 149.png,.png,.png,SC 149,sc149,exact-normalise,100,sc149,meubles\SC 149.png,sc-149-001.png,backend/uploads/products/sc-149-001.png
SC 150.png,.png,.png,SC 150,sc150,exact-normalise,100,sc150,meubles\SC 150.png,sc-150-001.png,backend/uploads/products/sc-150-001.png
SC 150_.png,.png,.png,SC 150,sc150,exact-normalise,100,sc150,meubles\SC 150_.png,sc-150-002.png,backend/uploads/products/sc-150-002.png
SR 1167_65   #1.png,.png,.png,SR 1167/65,sr116765,exact-normalise,100,sr116765,meubles\SR 1167_65   #1.png,sr-1167-65-001.png,backend/uploads/products/sr-1167-65-001.png
SR 1167_65   #2.png,.png,.png,SR 1167/65,sr116765,exact-normalise,100,sr116765,meubles\SR 1167_65   #2.png,sr-1167-65-002.png,backend/uploads/products/sr-1167-65-002.png
SR 1167_65   #3.png,.png,.png,SR 1167/65,sr116765,exact-normalise,100,sr116765,meubles\SR 1167_65   #3.png,sr-1167-65-003.png,backend/uploads/products/sr-1167-65-003.png
SR 1167_65   #4.png,.png,.png,SR 1167/65,sr116765,exact-normalise,100,sr116765,meubles\SR 1167_65   #4.png,sr-1167-65-004.png,backend/uploads/products/sr-1167-65-004.png
SS 016.png,.png,.png,SS 016,ss016,exact-normalise,100,ss016,meubles\SS 016.png,ss-016-001.png,backend/uploads/products/ss-016-001.png
ST 045.png,.png,.png,ST 045,st045,exact-normalise,100,st045,meubles\ST 045.png,st-045-001.png,backend/uploads/products/st-045-001.png
T 2203_black   #1.png,.png,.png,T 2203,t2203,exact-sans-couleur,98,t2203,meubles\T 2203_black   #1.png,t-2203-001.png,backend/uploads/products/t-2203-001.png
T 2203_black   #2.png,.png,.png,T 2203,t2203,exact-sans-couleur,98,t2203,meubles\T 2203_black   #2.png,t-2203-002.png,backend/uploads/products/t-2203-002.png
T 2203_black  #3.png,.png,.png,T 2203,t2203,exact-sans-couleur,98,t2203,meubles\T 2203_black  #3.png,t-2203-003.png,backend/uploads/products/t-2203-003.png
T 2203_black  #4.png,.png,.png,T 2203,t2203,exact-sans-couleur,98,t2203,meubles\T 2203_black  #4.png,t-2203-004.png,backend/uploads/products/t-2203-004.png
T 2203_white.  #1,.png,.png,T 2203,t2203,exact-sans-couleur,98,t2203,meubles\T 2203_white.  #1,t-2203-005.png,backend/uploads/products/t-2203-005.png
T 2203_white.  #2,.png,.png,T 2203,t2203,exact-sans-couleur,98,t2203,meubles\T 2203_white.  #2,t-2203-006.png,backend/uploads/products/t-2203-006.png
T 2203_white.  #3,.png,.png,T 2203,t2203,exact-sans-couleur,98,t2203,meubles\T 2203_white.  #3,t-2203-007.png,backend/uploads/products/t-2203-007.png
T 2203_white.  #4,.png,.png,T 2203,t2203,exact-sans-couleur,98,t2203,meubles\T 2203_white.  #4,t-2203-008.png,backend/uploads/products/t-2203-008.png
